businessid,prev_max_order_dt,prev_total_orders,prev_distinct_order_dates
BZID-1304446858,,0,0
BZID-1304446873,2020-09-06,1,1
BZID-1304446891,2021-12-17,27,19
BZID-1304446901,2020-09-14,2,2
BZID-1304446910,,0,0
BZID-1304446911,,0,0
BZID-1304446970,,0,0
BZID-1304446979,,0,0
BZID-1304447005,,0,0
BZID-1304447010,2021-12-18,266,183
BZID-1304447036,2021-12-13,76,64
BZID-1304447071,,0,0
BZID-1304447072,,0,0
BZID-1304447107,2021-12-14,86,75
BZID-1304447114,,0,0
BZID-1304447159,2020-11-01,7,4
BZID-1304447161,,0,0
BZID-1304447182,2021-11-29,31,29
BZID-1304447207,,0,0
BZID-1304447263,,0,0
BZID-1304447336,,0,0
BZID-1304447426,2020-09-28,2,2
BZID-1304447432,,0,0
BZID-1304447465,2021-11-10,207,94
BZID-1304447488,2020-02-12,1,1
BZID-1304447493,2021-11-25,1488,75
BZID-1304447509,2021-12-18,97,79
BZID-1304447540,2021-09-20,831,48
BZID-1304447562,2021-09-18,5,3
BZID-1304447618,2020-02-17,1,1
BZID-1304447621,,0,0
BZID-1304447622,2020-02-17,1,1
BZID-1304447632,,0,0
BZID-1304447634,,0,0
BZID-1304447657,2020-02-14,1,1
BZID-1304447690,,0,0
BZID-1304447796,2020-03-20,1,1
BZID-1304447804,2021-12-14,7,5
BZID-1304447809,2020-03-21,1,1
BZID-1304447818,,0,0
BZID-1304447828,2020-11-15,171,90
BZID-1304447870,2020-02-22,2,2
BZID-1304447912,2021-12-18,124,69
BZID-1304447983,,0,0
BZID-1304448004,,0,0
BZID-1304448026,2021-12-18,271,151
BZID-1304448038,2021-12-18,29,24
BZID-1304448057,,0,0
BZID-1304448058,2021-11-27,10,9
BZID-1304448079,,0,0
BZID-1304448132,,0,0
BZID-1304448138,2021-11-12,1,1
BZID-1304448180,,0,0
BZID-1304448183,,0,0
BZID-1304448207,2020-03-13,11,8
BZID-1304448208,,0,0
BZID-1304448321,2020-02-14,1,1
BZID-1304448334,2020-02-15,1,1
BZID-1304448398,2021-12-18,84,64
BZID-1304448411,,0,0
BZID-1304448415,2020-03-10,5,4
BZID-1304448460,,0,0
BZID-1304448487,2020-07-02,27,22
BZID-1304448495,2020-02-23,3,3
BZID-1304448525,2021-12-17,129,94
BZID-1304448540,2021-12-17,80,42
BZID-1304448542,2021-12-01,25,14
BZID-1304448546,2021-11-11,97,80
BZID-1304448564,2020-02-28,1,1
BZID-1304448577,2021-11-29,2,2
BZID-1304448581,2021-11-27,50,22
BZID-1304448616,2021-11-08,273,200
BZID-1304448641,,0,0
BZID-1304448648,2020-01-30,2,2
BZID-1304448689,,0,0
BZID-1304448700,2021-12-12,81,63
BZID-1304448704,2020-01-21,2,1
BZID-1304448726,2020-03-22,1,1
BZID-1304448772,,0,0
BZID-1304448814,,0,0
BZID-1304448843,2021-08-14,3,3
BZID-1304448877,,0,0
BZID-1304448893,2021-12-16,5,4
BZID-1304448900,2021-11-26,5,4
BZID-1304448930,,0,0
BZID-1304449118,2021-07-09,757,279
BZID-1304449139,2021-12-17,421,222
BZID-1304449178,2020-02-06,1,1
BZID-1304449187,2021-11-29,14,12
BZID-1304449190,2020-02-18,2,1
BZID-1304449214,2020-02-25,1,1
BZID-1304449295,,0,0
BZID-1304449329,,0,0
BZID-1304449361,,0,0
BZID-1304449369,2020-01-23,1,1
BZID-1304449371,2021-12-16,59,36
BZID-1304449475,,0,0
BZID-1304449485,2020-02-04,1,1
BZID-1304449516,,0,0
BZID-1304449517,,0,0
BZID-1304449523,2020-03-24,21,3
BZID-1304449576,2021-12-11,10,5
BZID-1304449611,2021-09-08,22,17
BZID-1304449635,2020-08-22,5,2
BZID-1304449644,2021-11-12,48,36
BZID-1304449661,2021-12-03,136,93
BZID-1304449662,2021-12-17,115,67
BZID-1304449679,,0,0
BZID-1304449727,,0,0
BZID-1304449731,2021-12-08,38,28
BZID-1304449752,,0,0
BZID-1304449770,2020-12-24,10,7
BZID-1304449824,,0,0
BZID-1304449836,2021-08-10,211,85
BZID-1304449863,2020-09-16,13,13
BZID-1304449875,2021-12-02,90,66
BZID-1304449891,2021-11-13,7,4
BZID-1304449892,2021-10-25,20,18
BZID-1304449915,,0,0
BZID-1304449928,2021-12-17,118,96
BZID-1304449936,,0,0
BZID-1304449952,2021-12-15,159,100
BZID-1304450063,2020-06-05,3,2
BZID-1304450080,2020-09-27,12,10
BZID-1304450107,2021-11-29,859,261
BZID-1304450115,2021-12-16,697,165
BZID-1304450218,,0,0
BZID-1304450254,2021-12-12,57,44
BZID-1304450292,2020-09-04,7,6
BZID-1304450301,2021-08-24,31,26
BZID-1304450308,2020-06-01,1,1
BZID-1304450325,2021-12-17,310,220
BZID-1304450346,2021-11-21,269,218
BZID-1304450347,2021-11-15,28,22
BZID-1304450388,2021-01-16,171,84
BZID-1304450479,,0,0
BZID-1304450495,2020-09-24,8,7
BZID-1304450553,2021-04-11,139,93
BZID-1304450603,2021-05-15,4,3
BZID-1304450628,,0,0
BZID-1304450639,2020-03-16,6,2
BZID-1304450642,2020-12-31,26,24
BZID-1304450658,2020-02-28,1,1
BZID-1304450671,2020-02-28,1,1
BZID-1304450675,2021-10-30,20,16
BZID-1304450676,2020-11-04,9,9
BZID-1304450691,,0,0
BZID-1304450710,,0,0
BZID-1304450778,2021-09-09,5,3
BZID-1304450780,2021-12-18,213,104
BZID-1304450784,,0,0
BZID-1304450788,2020-03-12,2,2
BZID-1304450790,2020-03-03,1,1
BZID-1304450795,2021-08-31,6,4
BZID-1304450887,,0,0
BZID-1304450892,2020-04-03,11,10
BZID-1304450909,,0,0
BZID-1304450947,,0,0
BZID-1304450970,2020-11-13,65,42
BZID-1304451035,2020-03-07,3,2
BZID-1304451040,2021-11-29,127,86
BZID-1304451043,2021-03-04,59,11
BZID-1304451093,2021-09-22,19,11
BZID-1304451097,2020-09-22,6,3
BZID-1304451116,2021-12-18,2219,358
BZID-1304451199,2021-12-18,2532,578
BZID-1304451226,2021-12-03,93,54
BZID-1304451232,2021-05-09,14,14
BZID-1304451240,2021-12-18,90,55
BZID-1304451242,2021-05-28,16,14
BZID-1304451330,2020-10-05,24,17
BZID-1304451335,,0,0
BZID-1304451408,2021-12-05,215,147
BZID-1304451468,2021-12-16,29,23
BZID-1304451476,,0,0
BZID-1304451498,2020-03-28,13,6
BZID-1304451512,,0,0
BZID-1304451561,2020-03-22,8,3
BZID-1304451579,2020-08-12,2,2
BZID-1304451607,,0,0
BZID-1304451626,,0,0
BZID-1304451638,,0,0
BZID-1304451679,,0,0
BZID-1304451708,,0,0
BZID-1304451723,,0,0
BZID-1304451746,,0,0
BZID-1304451751,,0,0
BZID-1304451782,2020-08-07,4,3
BZID-1304451793,2020-10-03,4,3
BZID-1304451817,,0,0
BZID-1304451841,,0,0
BZID-1304451854,,0,0
BZID-1304451914,,0,0
BZID-1304451916,,0,0
BZID-1304451920,,0,0
BZID-1304451959,,0,0
BZID-1304452019,,0,0
BZID-1304452031,2021-07-11,182,132
BZID-1304452084,,0,0
BZID-1304452095,,0,0
BZID-1304452099,,0,0
BZID-1304452101,,0,0
BZID-1304452117,2021-04-28,261,140
BZID-1304452169,2020-06-07,2,1
BZID-1304452172,,0,0
BZID-1304452177,,0,0
BZID-1304452183,,0,0
BZID-1304452202,,0,0
BZID-1304452237,,0,0
BZID-1304452319,,0,0
BZID-1304452321,2020-08-07,1,1
BZID-1304452333,,0,0
BZID-1304452360,,0,0
BZID-1304452396,,0,0
BZID-1304452410,,0,0
BZID-1304452418,,0,0
BZID-1304452437,,0,0
BZID-1304452443,,0,0
BZID-1304452467,,0,0
BZID-1304452469,,0,0
BZID-1304452495,,0,0
BZID-1304452498,2021-12-18,399,258
BZID-1304452499,2021-04-14,51,2
BZID-1304452515,,0,0
BZID-1304452526,2021-12-08,23,22
BZID-1304452604,2021-08-29,1,1
BZID-1304452607,2020-06-05,1,1
BZID-1304452619,,0,0
BZID-1304452624,,0,0
BZID-1304452672,,0,0
BZID-1304452744,,0,0
BZID-1304452765,,0,0
BZID-1304452784,,0,0
BZID-1304452813,,0,0
BZID-1304452885,,0,0
BZID-1304452911,,0,0
BZID-1304452913,2020-06-24,1,1
BZID-1304452922,,0,0
BZID-1304452981,2021-10-18,57,40
BZID-1304452984,,0,0
BZID-1304453033,,0,0
BZID-1304453185,2020-06-24,1,1
BZID-1304453203,,0,0
BZID-1304453204,,0,0
BZID-1304453230,,0,0
BZID-1304453332,,0,0
BZID-1304453357,,0,0
BZID-1304453362,,0,0
BZID-1304453372,,0,0
BZID-1304453374,,0,0
BZID-1304453431,,0,0
BZID-1304453435,,0,0
BZID-1304453445,2020-10-18,1,1
BZID-1304453467,,0,0
BZID-1304453472,,0,0
BZID-1304453489,,0,0
BZID-1304453491,,0,0
BZID-1304453495,,0,0
BZID-1304453509,,0,0
BZID-1304453666,,0,0
BZID-1304453686,,0,0
BZID-1304453696,,0,0
BZID-1304453742,2021-06-12,6,6
BZID-1304453778,2020-06-20,2,2
BZID-1304453931,,0,0
BZID-1304453953,,0,0
BZID-1304453960,,0,0
BZID-1304453975,,0,0
BZID-1304453997,,0,0
BZID-1304454004,,0,0
BZID-1304454006,2021-01-03,13,9
BZID-1304454012,,0,0
BZID-1304454023,,0,0
BZID-1304454033,2021-11-30,29,26
BZID-1304454049,,0,0
BZID-1304454068,2020-06-12,1,1
BZID-1304454093,,0,0
BZID-1304454099,,0,0
BZID-1304454110,,0,0
BZID-1304454123,,0,0
BZID-1304454133,,0,0
BZID-1304454179,,0,0
BZID-1304454218,,0,0
BZID-1304454245,,0,0
BZID-1304454254,2020-10-02,3,3
BZID-1304454264,,0,0
BZID-1304454342,,0,0
BZID-1304454381,2021-12-18,57,47
BZID-1304454385,2020-07-07,3,3
BZID-1304454429,,0,0
BZID-1304454464,,0,0
BZID-1304454465,,0,0
BZID-1304454468,,0,0
BZID-1304454472,,0,0
BZID-1304454491,,0,0
BZID-1304454501,,0,0
BZID-1304454543,,0,0
BZID-1304454564,,0,0
BZID-1304454565,2021-12-10,48,43
BZID-1304454592,,0,0
BZID-1304454675,2021-06-09,4,3
BZID-1304454689,,0,0
BZID-1304454691,,0,0
BZID-1304454699,,0,0
BZID-1304454719,2021-12-16,66,60
BZID-1304454765,,0,0
BZID-1304454776,,0,0
BZID-1304454784,,0,0
BZID-1304454789,,0,0
BZID-1304454842,,0,0
BZID-1304454855,,0,0
BZID-1304454859,2021-02-10,31,26
BZID-1304454878,,0,0
BZID-1304454881,2021-12-17,326,128
BZID-1304454907,,0,0
BZID-1304454922,2020-06-29,3,3
BZID-1304454936,,0,0
BZID-1304454972,,0,0
BZID-1304455012,,0,0
BZID-1304455042,,0,0
BZID-1304455046,2021-02-16,17,14
BZID-1304455097,,0,0
BZID-1304455124,,0,0
BZID-1304455170,2020-06-10,1,1
BZID-1304455238,2021-12-16,878,316
BZID-1304455300,,0,0
BZID-1304455304,,0,0
BZID-1304455368,2020-06-16,1,1
BZID-1304455435,2021-03-03,37,29
BZID-1304455493,,0,0
BZID-1304455517,,0,0
BZID-1304455526,,0,0
BZID-1304455559,,0,0
BZID-1304455567,,0,0
BZID-1304455599,2020-09-02,4,4
BZID-1304455603,,0,0
BZID-1304455626,,0,0
BZID-1304455629,,0,0
BZID-1304455675,,0,0
BZID-1304455678,,0,0
BZID-1304455695,2019-04-30,5,3
BZID-1304455744,2019-03-22,4,3
BZID-1304455763,,0,0
BZID-1304455789,2019-01-03,1,1
BZID-1304455850,2021-12-18,3284,700
BZID-1304455901,2021-12-18,1559,466
BZID-1304455924,,0,0
BZID-1304455994,2021-11-10,76,73
BZID-1304455998,2019-01-22,7,6
BZID-1304456015,2020-03-20,102,88
BZID-1304456029,2019-05-16,3,2
BZID-1304456101,,0,0
BZID-1304456135,,0,0
BZID-1304456242,2020-07-07,28,6
BZID-1304456280,2021-12-15,320,229
BZID-1304456283,2021-12-18,398,254
BZID-1304456324,2020-12-19,470,84
BZID-1304456351,2021-10-31,25,17
BZID-1304456374,2021-12-15,138,81
BZID-1304456393,2019-03-07,9,7
BZID-1304456398,2021-12-18,2045,553
BZID-1304456409,2021-12-16,112,56
BZID-1304456430,2020-12-17,54,30
BZID-1304456443,2021-12-07,27,24
BZID-1304456449,,0,0
BZID-1304456468,,0,0
BZID-1304456475,,0,0
BZID-1304456479,2021-06-18,97,83
BZID-1304456523,,0,0
BZID-1304456524,2019-10-08,139,88
BZID-1304456534,2021-12-06,122,94
BZID-1304456541,2021-12-14,65,57
BZID-1304456563,,0,0
BZID-1304456572,2021-10-18,37,25
BZID-1304456574,2021-12-12,827,554
BZID-1304456635,2021-12-08,590,350
BZID-1304456644,2021-10-28,353,261
BZID-1304456652,2020-08-19,25,18
BZID-1304456685,2021-12-10,374,146
BZID-1304456695,2021-12-11,263,177
BZID-1304456723,2021-12-18,369,237
BZID-1304456780,,0,0
BZID-1304456814,2021-02-14,290,101
BZID-1304456823,2021-12-14,1055,312
BZID-1304456836,2019-08-22,9,6
BZID-1304456883,2019-07-23,15,8
BZID-1304456905,2020-09-14,8,4
BZID-1304456914,2021-10-18,283,165
BZID-1304456923,2020-06-29,12,12
BZID-1304456934,2021-10-23,142,60
BZID-1304456948,2020-03-10,39,20
BZID-1304456954,2021-12-17,6,6
BZID-1304456999,2020-05-11,160,29
BZID-1304457012,,0,0
BZID-1304457025,2019-05-29,40,33
BZID-1304457034,2021-12-18,166,52
BZID-1304457040,2021-12-18,196,162
BZID-1304457075,2021-09-25,396,229
BZID-1304457082,2021-11-03,213,157
BZID-1304457093,2019-10-20,8,6
BZID-1304457103,2019-02-04,2,2
BZID-1304457128,2021-12-11,618,344
BZID-1304457150,2020-03-15,50,48
BZID-1304457161,2021-12-14,279,239
BZID-1304457248,2021-12-16,981,272
BZID-1304457260,2021-11-28,53,44
BZID-1304457263,2020-04-11,2,1
BZID-1304457280,,0,0
BZID-1304457283,2019-01-27,1,1
BZID-1304457297,,0,0
BZID-1304457323,,0,0
BZID-1304457349,2021-12-18,1485,420
BZID-1304457350,2021-12-17,322,207
BZID-1304457372,2021-12-17,332,98
BZID-1304457379,2020-11-12,36,11
BZID-1304457396,2021-09-07,26,23
BZID-1304457417,2021-12-18,1989,756
BZID-1304457435,2019-03-27,5,5
BZID-1304457452,2021-04-11,74,60
BZID-1304457453,2021-12-17,340,208
BZID-1304457503,2020-12-20,6,6
BZID-1304457542,2021-08-30,2,2
BZID-1304457559,2021-12-18,1584,681
BZID-1304457570,,0,0
BZID-1304457578,2019-02-04,2,2
BZID-1304457587,2021-12-18,426,316
BZID-1304457600,,0,0
BZID-1304457614,2021-07-07,196,175
BZID-1304457720,2021-07-01,109,76
BZID-1304457749,2021-09-23,554,263
BZID-1304457754,2021-12-18,893,546
BZID-1304457768,2021-12-13,234,165
BZID-1304457783,2021-12-18,1634,412
BZID-1304457823,2021-11-05,91,62
BZID-1304457847,2019-04-25,2,1
BZID-1304457875,2021-11-22,123,99
BZID-1304457904,,0,0
BZID-1304457918,2019-07-12,2,2
BZID-1304457980,2021-03-30,246,142
BZID-1304457984,2019-10-22,225,123
BZID-1304458022,2021-12-07,86,27
BZID-1304458025,2019-07-25,32,28
BZID-1304458032,2020-11-11,1,1
BZID-1304458071,2019-06-07,3,2
BZID-1304458076,2019-11-12,2,2
BZID-1304458138,2021-09-18,4,4
BZID-1304458169,,0,0
BZID-1304458197,2021-12-13,230,108
BZID-1304458216,2021-12-16,327,212
BZID-1304458223,2020-03-14,24,8
BZID-1304458251,2021-12-12,72,66
BZID-1304458254,,0,0
BZID-1304458255,2021-02-01,6,6
BZID-1304458262,2021-11-17,126,82
BZID-1304458293,2019-12-05,7,6
BZID-1304458358,,0,0
BZID-1304458366,2019-04-24,1,1
BZID-1304458376,,0,0
BZID-1304458419,2020-06-27,53,34
BZID-1304458452,2019-04-30,4,1
BZID-1304458456,,0,0
BZID-1304458499,,0,0
BZID-1304458500,2021-11-24,54,48
BZID-1304458516,2021-12-18,257,140
BZID-1304458524,2020-03-19,397,74
BZID-1304458551,2021-08-13,56,38
BZID-1304458595,2020-03-27,43,36
BZID-1304458599,2019-11-24,21,10
BZID-1304458635,2021-12-02,23,20
BZID-1304458645,2020-07-02,6,5
BZID-1304458745,,0,0
BZID-1304458757,2020-12-09,885,272
BZID-1304458800,2019-05-31,22,15
BZID-1304458860,2021-10-11,152,141
BZID-1304458861,2019-03-06,1,1
BZID-1304458885,2021-08-16,28,24
BZID-1304458886,2019-04-02,2,2
BZID-1304458893,,0,0
BZID-1304458957,,0,0
BZID-1304458975,,0,0
BZID-1304458977,2019-05-15,3,2
BZID-1304458979,2021-12-18,4481,753
BZID-1304458986,2021-12-03,596,342
BZID-1304459012,2020-03-03,33,26
BZID-1304459046,2021-11-24,60,38
BZID-1304459048,2021-12-17,35,30
BZID-1304459053,2019-07-13,7,6
BZID-1304459055,2020-03-21,355,191
BZID-1304459064,2021-12-07,16,15
BZID-1304459073,2019-03-02,2,2
BZID-1304459079,2021-12-18,921,428
BZID-1304459184,2019-07-06,154,40
BZID-1304459208,2019-10-14,15,7
BZID-1304459216,2021-07-05,74,49
BZID-1304459251,2021-12-18,165,108
BZID-1304459259,2021-07-27,35,32
BZID-1304459260,2021-11-26,23,16
BZID-1304459330,2020-07-02,246,124
BZID-1304459389,2021-12-16,835,189
BZID-1304459427,2021-08-27,21,19
BZID-1304459437,2019-06-29,86,28
BZID-1304459459,2019-09-13,2,2
BZID-1304459481,,0,0
BZID-1304459554,2021-12-15,1581,262
BZID-1304459577,2019-05-29,14,10
BZID-1304459587,,0,0
BZID-1304459610,2021-12-12,63,53
BZID-1304459611,2021-12-15,587,339
BZID-1304459618,,0,0
BZID-1304459632,,0,0
BZID-1304459650,2021-12-17,572,311
BZID-1304459671,,0,0
BZID-1304459708,2020-09-04,23,22
BZID-1304459721,2019-04-07,6,3
BZID-1304459723,2021-12-16,2657,484
BZID-1304459782,2021-12-10,171,124
BZID-1304459812,2020-05-13,109,30
BZID-1304459833,2021-12-15,88,70
BZID-1304459853,2021-10-25,140,125
BZID-1304459865,2021-12-12,274,193
BZID-1304459905,2021-12-17,39,15
BZID-1304459910,2021-12-18,296,144
BZID-1304459915,,0,0
BZID-1304459922,2021-12-15,254,178
BZID-1304459932,,0,0
BZID-1304459949,2021-10-21,10,9
BZID-1304459956,2021-12-17,1676,317
BZID-1304459982,2019-07-27,6,2
BZID-1304460021,2021-12-17,35,35
BZID-1304460060,2021-10-10,315,221
BZID-1304460063,2021-12-13,733,268
BZID-1304460069,2020-09-17,2,2
BZID-1304460103,2021-05-22,845,195
BZID-1304460123,2021-12-18,225,139
BZID-1304460176,2019-12-25,21,18
BZID-1304460195,2021-12-16,668,358
BZID-1304460227,2021-06-05,13,10
BZID-1304460241,2021-01-11,13,6
BZID-1304460258,2021-12-18,1414,607
BZID-1304460270,,0,0
BZID-1304460293,2020-10-20,17,13
BZID-1304460309,,0,0
BZID-1304460367,2019-08-01,1,1
BZID-1304460426,,0,0
BZID-1304460433,2021-04-17,164,88
BZID-1304460444,2021-02-24,16,14
BZID-1304460460,2021-11-05,8,5
BZID-1304460470,2021-12-18,1835,432
BZID-1304460480,2019-10-27,8,5
BZID-1304460489,2020-08-05,82,70
BZID-1304460538,2021-12-18,47,40
BZID-1304460555,2021-12-16,94,71
BZID-1304460563,,0,0
BZID-1304460591,2021-12-18,3434,658
BZID-1304460603,2021-03-15,2,2
BZID-1304460617,2021-12-08,18,13
BZID-1304460662,2021-12-15,159,121
BZID-1304460663,,0,0
BZID-1304460680,2021-12-18,335,197
BZID-1304460681,2019-08-10,1,1
BZID-1304460709,2020-08-25,110,86
BZID-1304460740,2019-10-29,8,7
BZID-1304460761,2021-12-08,162,123
BZID-1304460762,2021-12-18,811,422
BZID-1304460780,2021-11-11,125,109
BZID-1304460789,2021-03-01,2,2
BZID-1304460790,2021-12-18,810,382
BZID-1304460798,2021-12-18,4250,639
BZID-1304460857,,0,0
BZID-1304460859,,0,0
BZID-1304460862,2021-12-07,134,91
BZID-1304460873,2021-12-14,93,56
BZID-1304460880,2019-05-10,1,1
BZID-1304460902,2019-05-13,1,1
BZID-1304460921,2019-09-10,7,7
BZID-1304461040,2020-03-10,13,12
BZID-1304461051,2019-06-19,1,1
BZID-1304461060,,0,0
BZID-1304461108,2021-12-10,8,8
BZID-1304461134,2021-03-28,81,63
BZID-1304461194,,0,0
BZID-1304461253,2019-08-12,2,2
BZID-1304461258,,0,0
BZID-1304461292,2021-12-17,671,356
BZID-1304461322,2021-01-19,89,46
BZID-1304461387,2021-11-10,6,5
BZID-1304461393,2021-04-10,937,263
BZID-1304461446,2019-10-15,15,9
BZID-1304461497,2021-12-18,461,207
BZID-1304461535,2021-11-25,104,82
BZID-1304461554,2021-02-05,31,28
BZID-1304461558,2019-06-18,2,1
BZID-1304461563,2021-12-17,663,366
BZID-1304461565,2021-12-18,1813,554
BZID-1304461610,,0,0
BZID-1304461627,2021-12-16,43,33
BZID-1304461664,2021-07-28,43,32
BZID-1304461668,2021-12-10,24,20
BZID-1304461709,2021-11-18,247,131
BZID-1304461736,2021-12-18,1953,652
BZID-1304461742,2021-12-18,220,171
BZID-1304461790,,0,0
BZID-1304461796,2021-12-18,2100,562
BZID-1304461822,2020-04-06,11,7
BZID-1304461851,2021-12-11,136,104
BZID-1304461875,2021-12-18,200,119
BZID-1304461939,2021-12-18,698,343
BZID-1304462008,2021-12-13,176,143
BZID-1304462014,2021-09-08,159,100
BZID-1304462030,2021-12-15,129,57
BZID-1304462034,2021-12-15,42,36
BZID-1304462119,2021-11-08,23,15
BZID-1304462135,2021-12-14,265,193
BZID-1304462139,2020-03-24,195,60
BZID-1304462144,2021-12-13,226,177
BZID-1304462163,2020-10-29,181,97
BZID-1304462165,2020-07-27,7,5
BZID-1304462178,2021-12-18,433,279
BZID-1304462190,2020-04-04,22,10
BZID-1304462198,2021-12-16,177,124
BZID-1304462275,2021-04-29,407,179
BZID-1304462285,2021-12-17,12,12
BZID-1304462322,2021-12-16,854,341
BZID-1304462374,2020-02-08,1,1
BZID-1304462387,,0,0
BZID-1304462416,2020-01-07,3,1
BZID-1304462476,,0,0
BZID-1304462504,2020-03-09,15,11
BZID-1304462510,,0,0
BZID-1304462590,2020-03-09,2,2
BZID-1304462597,2021-12-14,31,25
BZID-1304462603,2020-03-02,1,1
BZID-1304462613,2020-01-25,6,5
BZID-1304462619,2020-03-16,16,4
BZID-1304462647,,0,0
BZID-1304462682,2021-12-17,557,274
BZID-1304462683,2020-06-19,120,63
BZID-1304462696,2021-02-04,131,105
BZID-1304462719,,0,0
BZID-1304462775,,0,0
BZID-1304462780,2020-01-09,1,1
BZID-1304462782,2021-12-08,1666,438
BZID-1304462789,2021-10-22,45,31
BZID-1304462814,2020-03-12,6,6
BZID-1304462820,2021-12-17,114,76
BZID-1304462852,2021-10-23,876,160
BZID-1304462866,,0,0
BZID-1304462873,2021-12-17,750,335
BZID-1304462888,2019-12-12,24,18
BZID-1304462926,2021-12-13,186,159
BZID-1304462937,2021-12-13,227,170
BZID-1304462969,2021-09-01,84,59
BZID-1304462973,2021-12-17,11,8
BZID-1304462987,2021-06-29,34,25
BZID-1304463012,2019-11-14,1,1
BZID-1304463024,2021-12-17,155,135
BZID-1304463032,2021-12-16,132,91
BZID-1304463047,2021-12-18,417,197
BZID-1304463080,2021-12-16,281,201
BZID-1304463103,2020-01-12,766,95
BZID-1304463121,2021-12-11,36,20
BZID-1304463122,,0,0
BZID-1304463168,,0,0
BZID-1304463193,2021-12-15,226,167
BZID-1304463224,2021-12-03,95,41
BZID-1304463244,2021-03-04,19,16
BZID-1304463294,2021-12-11,76,54
BZID-1304463316,2021-12-16,871,424
BZID-1304463333,2021-11-16,2,2
BZID-1304463339,2021-12-09,171,124
BZID-1304463407,2021-12-16,25,21
BZID-1304463429,2021-12-17,155,130
BZID-1304463452,2021-12-13,22,18
BZID-1304463462,2021-12-16,176,126
BZID-1304463554,2021-11-25,233,99
BZID-1304463593,2020-08-09,23,14
BZID-1304463623,,0,0
BZID-1304463643,2020-01-03,9,7
BZID-1304463677,,0,0
BZID-1304463684,2019-09-07,1,1
BZID-1304463701,2021-12-08,273,172
BZID-1304463713,2020-02-11,13,12
BZID-1304463718,2021-12-17,493,210
BZID-1304463726,2019-10-21,3,3
BZID-1304463743,2021-12-11,270,240
BZID-1304463747,2019-09-27,4,2
BZID-1304463764,2020-10-04,39,38
BZID-1304463782,2021-11-27,43,40
BZID-1304463789,2020-03-13,174,78
BZID-1304463802,2019-10-09,4,1
BZID-1304463824,,0,0
BZID-1304463825,2021-12-17,1107,420
BZID-1304463828,2019-10-03,3,2
BZID-1304463950,2018-11-12,13,9
BZID-1304464001,2018-09-11,155,16
BZID-1304464053,,0,0
BZID-1304464096,2021-12-17,4040,951
BZID-1304464103,2020-08-01,24,15
BZID-1304464152,2021-12-15,358,267
BZID-1304464158,2021-12-17,1278,415
BZID-1304464215,2021-12-17,217,130
BZID-1304464280,2018-03-03,1,1
BZID-1304464326,2021-11-28,63,58
BZID-1304464342,,0,0
BZID-1304464411,2021-12-18,1127,554
BZID-1304464412,2019-08-03,2,2
BZID-1304464455,,0,0
BZID-1304464466,2021-12-16,708,456
BZID-1304464475,2021-12-17,2151,961
BZID-1304464546,2018-11-21,517,67
BZID-1304464557,,0,0
BZID-1304464571,2021-12-13,146,73
BZID-1304464582,2019-07-12,53,46
BZID-1304464584,2021-12-13,407,292
BZID-1304464587,2020-06-15,15,9
BZID-1304464593,2021-02-07,20,16
BZID-1304464625,2020-06-12,45,19
BZID-1304464680,,0,0
BZID-1304464686,2019-02-07,43,38
BZID-1304464705,2021-12-18,1871,737
BZID-1304464719,2021-12-13,114,90
BZID-1304464741,2020-05-06,283,141
BZID-1304464762,2021-12-16,2385,665
BZID-1304464773,2021-12-17,1730,622
BZID-1304464790,2020-12-01,51,46
BZID-1304464813,2019-11-28,931,332
BZID-1304464827,2021-12-18,2906,886
BZID-1304464839,2021-12-17,261,223
BZID-1304464892,,0,0
BZID-1304464926,2021-12-14,542,172
BZID-1304464935,2021-12-16,310,191
BZID-1304465016,2021-12-16,2924,875
BZID-1304465066,,0,0
BZID-1304465073,2020-08-26,243,160
BZID-1304465121,2021-12-07,467,263
BZID-1304465134,2018-01-17,1,1
BZID-1304465163,,0,0
BZID-1304465190,2021-11-30,186,101
BZID-1304465235,2021-12-03,711,145
BZID-1304465240,2021-12-18,410,260
BZID-1304465280,2021-12-18,730,473
BZID-1304465313,2021-12-09,112,74
BZID-1304465325,2021-12-18,1359,694
BZID-1304465339,2021-12-17,1401,895
BZID-1304465387,2018-01-24,2,2
BZID-1304465391,2021-12-18,1340,547
BZID-1304465405,2018-03-19,2,2
BZID-1304465411,2021-12-14,53,50
BZID-1304465416,2021-12-07,932,166
BZID-1304465435,2021-12-14,946,368
BZID-1304465464,2021-12-18,738,481
BZID-1304465474,2021-12-16,980,493
BZID-1304465526,2018-08-11,72,43
BZID-1304465530,2019-06-06,5,2
BZID-1304465534,2018-02-24,5,2
BZID-1304465543,2021-12-18,4588,654
BZID-1304465547,2021-12-15,689,381
BZID-1304465561,,0,0
BZID-1304465565,,0,0
BZID-1304465597,2020-02-20,106,72
BZID-1304465622,2019-03-03,67,35
BZID-1304465643,2018-02-24,1,1
BZID-1304465651,2021-12-18,1082,604
BZID-1304465652,2021-12-13,189,137
BZID-1304465703,2020-07-26,122,81
BZID-1304465765,2021-12-17,1811,906
BZID-1304465779,2020-11-23,2090,547
BZID-1304465833,2021-10-31,82,70
BZID-1304465866,2021-12-03,30,23
BZID-1304465896,2021-07-05,292,93
BZID-1304465963,2021-12-18,872,362
BZID-1304466012,2020-07-29,1,1
